DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,ME,2021,4.7,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MK,2008,0.0,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MK,2011,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2000,9.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2001,8.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2002,4.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2003,6.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2004,6.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2005,9.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2006,13.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2007,4.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2008,3.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2009,6.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2010,8.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2011,15.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2012,14.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2013,12.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2014,11.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2015,10.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2016,12.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2017,11.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2018,10.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2019,9.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2020,10.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,MT,2021,13.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2000,44.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2001,43.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2002,45.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2003,45.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2004,46.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2005,46.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2006,46.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2007,48.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2008,48.4,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2009,49.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2010,49.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2011,49.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2012,49.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2013,49.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2014,50.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2015,51.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2016,53.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2017,54.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2018,55.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2019,56.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2020,56.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NL,2021,57.8,p
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2000,30.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2001,44.4,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2002,45.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2003,45.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2004,36.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2005,39.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2006,40.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2007,42.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2008,43.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2009,43.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2010,42.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2011,39.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2012,39.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2013,39.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2014,42.2,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2015,42.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2016,38.2,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2017,38.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2018,40.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2019,40.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2020,41.0,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,NO,2021,38.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2000,2.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2001,4.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2002,3.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2003,2.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2004,4.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2005,5.6,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2006,6.9,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2007,7.7,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2008,10.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2009,13.2,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2010,16.3,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2011,11.4,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2012,12.0,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2013,15.1,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2014,26.5,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2015,32.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2016,34.8,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2017,33.8,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2018,34.3,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2019,34.1,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2020,38.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PL,2021,40.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2000,10.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2001,11.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2002,7.6,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2003,10.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2004,13.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2005,15.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2006,15.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2007,17.1,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2008,17.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2009,19.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2010,18.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2011,20.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2012,26.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2013,25.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2014,30.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2015,29.8,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2016,30.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2017,29.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2018,29.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2019,28.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2020,26.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,PT,2021,30.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2000,0.0,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2001,1.6,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2002,2.0,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2003,0.2,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2004,1.1,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2005,1.8,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2006,0.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2007,0.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2008,0.9,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2009,1.1,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2010,12.8,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2011,11.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2012,14.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2013,13.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2014,13.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2015,13.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2016,13.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2017,14.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2018,11.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2019,11.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2020,11.9,p
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RO,2021,11.3,p
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2006,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2007,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2008,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2009,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2010,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2011,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2012,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2013,1.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2014,0.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2015,0.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2016,0.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2017,0.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2018,0.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,RS,2020,15.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2000,38.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2001,39.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2002,39.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2003,41.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2004,43.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2005,44.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2006,47.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2007,46.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2008,45.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2009,49.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2010,47.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2011,47.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2012,46.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2013,48.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2014,49.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2015,47.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2016,48.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2017,46.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2018,45.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2019,46.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2020,38.3,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SE,2021,39.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2000,6.0,es
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2001,2.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2002,9.0,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2003,12.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2004,20.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2005,18.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2006,15.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2007,21.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2008,18.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2009,19.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2010,22.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2011,35.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2012,42.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2013,34.8,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2014,36.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2015,54.1,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2016,55.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2017,57.8,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2018,58.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2019,59.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2020,59.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SI,2021,60.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2000,5.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2001,5.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2002,4.8,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2003,5.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2004,6.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2005,2.0,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2006,4.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2007,6.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2008,7.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2009,8.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2010,9.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2011,10.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2012,13.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2013,10.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2014,10.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2015,14.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2016,23.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2017,29.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2018,36.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2019,38.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2020,45.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,SK,2021,48.9,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,TR,2016,9.2,be
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,TR,2017,9.2,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,TR,2018,11.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,TR,2019,11.5,e
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,TR,2020,12.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2000,11.1,b
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2001,12.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2002,14.5,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2003,18.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2004,22.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2005,26.7,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2006,30.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2007,33.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2008,36.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2009,38.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2010,40.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2011,42.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2012,42.6,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2013,43.2,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2014,43.4,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2015,43.3,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2016,44.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2017,43.8,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,UK,2018,44.1,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,XK,2020,0.0,
ESTAT:SDG_11_60(1.0),13/01/23 23:00:00,A,PC,XK,2021,0.0,
